chat,message_id,date,text,entities
"{
    ""_"": ""Chat"",
    ""id"": -1001483488834,
    ""type"": ""channel"",
    ""is_verified"": false,
    ""is_restricted"": false,
    ""is_creator"": false,
    ""is_scam"": false,
    ""is_fake"": false,
    ""title"": ""Data jobs — вакансии по data science, анализу данных, аналитике, искусственному интеллекту"",
    ""username"": ""datajob"",
    ""photo"": {
        ""_"": ""ChatPhoto"",
        ""small_file_id"": ""AQADAgATN9wvmy4AAwIAA76x7tIW____i2fWS7sQpsXL6wQAAR4E"",
        ""small_photo_unique_id"": ""AQADN9wvmy4AA8vrBAAB"",
        ""big_file_id"": ""AQADAgATN9wvmy4AAwMAA76x7tIW____i2fWS7sQpsXN6wQAAR4E"",
        ""big_photo_unique_id"": ""AQADN9wvmy4AA83rBAAB""
    },
    ""dc_id"": 2
}",237,1634572888,"👔 Data scientist
⛳️ Mind&Machine   
💼🥁 Работа в офисе
💵 от 160 000 рублей
 
Подробнее: https://proglib.io/vacancies/data-scientist-mind-machine-2021-10-18","[
    {
        ""_"": ""MessageEntity"",
        ""type"": ""bold"",
        ""offset"": 63,
        ""length"": 7
    },
    {
        ""_"": ""MessageEntity"",
        ""type"": ""url"",
        ""offset"": 91,
        ""length"": 67
    }
]"
"{
    ""_"": ""Chat"",
    ""id"": -1001483488834,
    ""type"": ""channel"",
    ""is_verified"": false,
    ""is_restricted"": false,
    ""is_creator"": false,
    ""is_scam"": false,
    ""is_fake"": false,
    ""title"": ""Data jobs — вакансии по data science, анализу данных, аналитике, искусственному интеллекту"",
    ""username"": ""datajob"",
    ""photo"": {
        ""_"": ""ChatPhoto"",
        ""small_file_id"": ""AQADAgATN9wvmy4AAwIAA76x7tIW____i2fWS7sQpsXL6wQAAR4E"",
        ""small_photo_unique_id"": ""AQADN9wvmy4AA8vrBAAB"",
        ""big_file_id"": ""AQADAgATN9wvmy4AAwMAA76x7tIW____i2fWS7sQpsXN6wQAAR4E"",
        ""big_photo_unique_id"": ""AQADN9wvmy4AA83rBAAB""
    },
    ""dc_id"": 2
}",236,1634400031,"👔 Data Engineer
⛳️  Chatfuel                   
💼🥁 Удаленка
💵 150 000 - 360 000 рублей
 
Подробнее: https://proglib.io/vacancies/data-engineer-chatfuel-2021-10-16","[
    {
        ""_"": ""MessageEntity"",
        ""type"": ""bold"",
        ""offset"": 66,
        ""length"": 17
    },
    {
        ""_"": ""MessageEntity"",
        ""type"": ""url"",
        ""offset"": 104,
        ""length"": 62
    }
]"
"{
    ""_"": ""Chat"",
    ""id"": -1001483488834,
    ""type"": ""channel"",
    ""is_verified"": false,
    ""is_restricted"": false,
    ""is_creator"": false,
    ""is_scam"": false,
    ""is_fake"": false,
    ""title"": ""Data jobs — вакансии по data science, анализу данных, аналитике, искусственному интеллекту"",
    ""username"": ""datajob"",
    ""photo"": {
        ""_"": ""ChatPhoto"",
        ""small_file_id"": ""AQADAgATN9wvmy4AAwIAA76x7tIW____i2fWS7sQpsXL6wQAAR4E"",
        ""small_photo_unique_id"": ""AQADN9wvmy4AA8vrBAAB"",
        ""big_file_id"": ""AQADAgATN9wvmy4AAwMAA76x7tIW____i2fWS7sQpsXN6wQAAR4E"",
        ""big_photo_unique_id"": ""AQADN9wvmy4AA83rBAAB""
    },
    ""dc_id"": 2
}",235,1634227291,"👔 Junior Data scientist
⛳️ Спортмастер                        
💼🥁 Работа в офисе
💵 Зарплата на собеседовании
 
Подробнее: https://proglib.io/vacancies/junior-data-scientist-sportmaster-2021-10-14","[
    {
        ""_"": ""MessageEntity"",
        ""type"": ""url"",
        ""offset"": 126,
        ""length"": 73
    }
]"
"{
    ""_"": ""Chat"",
    ""id"": -1001483488834,
    ""type"": ""channel"",
    ""is_verified"": false,
    ""is_restricted"": false,
    ""is_creator"": false,
    ""is_scam"": false,
    ""is_fake"": false,
    ""title"": ""Data jobs — вакансии по data science, анализу данных, аналитике, искусственному интеллекту"",
    ""username"": ""datajob"",
    ""photo"": {
        ""_"": ""ChatPhoto"",
        ""small_file_id"": ""AQADAgATN9wvmy4AAwIAA76x7tIW____i2fWS7sQpsXL6wQAAR4E"",
        ""small_photo_unique_id"": ""AQADN9wvmy4AA8vrBAAB"",
        ""big_file_id"": ""AQADAgATN9wvmy4AAwMAA76x7tIW____i2fWS7sQpsXN6wQAAR4E"",
        ""big_photo_unique_id"": ""AQADN9wvmy4AA83rBAAB""
    },
    ""dc_id"": 2
}",234,1634054493,"👔 Data Scientist
⛳️ DVGroup                            
💼🥁 Удаленка
💵 Зарплата на собеседовании
 
Подробнее: https://proglib.io/vacancies/data-scientist-dvgroup-2021-10-12","[
    {
        ""_"": ""MessageEntity"",
        ""type"": ""url"",
        ""offset"": 113,
        ""length"": 62
    }
]"
"{
    ""_"": ""Chat"",
    ""id"": -1001483488834,
    ""type"": ""channel"",
    ""is_verified"": false,
    ""is_restricted"": false,
    ""is_creator"": false,
    ""is_scam"": false,
    ""is_fake"": false,
    ""title"": ""Data jobs — вакансии по data science, анализу данных, аналитике, искусственному интеллекту"",
    ""username"": ""datajob"",
    ""photo"": {
        ""_"": ""ChatPhoto"",
        ""small_file_id"": ""AQADAgATN9wvmy4AAwIAA76x7tIW____i2fWS7sQpsXL6wQAAR4E"",
        ""small_photo_unique_id"": ""AQADN9wvmy4AA8vrBAAB"",
        ""big_file_id"": ""AQADAgATN9wvmy4AAwMAA76x7tIW____i2fWS7sQpsXN6wQAAR4E"",
        ""big_photo_unique_id"": ""AQADN9wvmy4AA83rBAAB""
    },
    ""dc_id"": 2
}",233,1633881655,"👔 Аналитик промышленных данных
⛳️ Watts Battery                                     
💼🥁 Работа в офисе
💵 от 120 000 рублей
 
Подробнее: https://proglib.io/vacancies/analitik-promyshlennyh-dannyh-watts-battery-2021-10-10","[
    {
        ""_"": ""MessageEntity"",
        ""type"": ""bold"",
        ""offset"": 112,
        ""length"": 7
    },
    {
        ""_"": ""MessageEntity"",
        ""type"": ""url"",
        ""offset"": 140,
        ""length"": 83
    }
]"
"{
    ""_"": ""Chat"",
    ""id"": -1001483488834,
    ""type"": ""channel"",
    ""is_verified"": false,
    ""is_restricted"": false,
    ""is_creator"": false,
    ""is_scam"": false,
    ""is_fake"": false,
    ""title"": ""Data jobs — вакансии по data science, анализу данных, аналитике, искусственному интеллекту"",
    ""username"": ""datajob"",
    ""photo"": {
        ""_"": ""ChatPhoto"",
        ""small_file_id"": ""AQADAgATN9wvmy4AAwIAA76x7tIW____i2fWS7sQpsXL6wQAAR4E"",
        ""small_photo_unique_id"": ""AQADN9wvmy4AA8vrBAAB"",
        ""big_file_id"": ""AQADAgATN9wvmy4AAwMAA76x7tIW____i2fWS7sQpsXN6wQAAR4E"",
        ""big_photo_unique_id"": ""AQADN9wvmy4AA83rBAAB""
    },
    ""dc_id"": 2
}",232,1633708838,"👔 Data scientist
⛳️ Премьер Аналитика                           
💼🥁 Работа в офисе
💵 отт 400 000 рублей
 
https://proglib.io/vacancies/data-scientist-premer-analitika-2021-10-08","[
    {
        ""_"": ""MessageEntity"",
        ""type"": ""bold"",
        ""offset"": 93,
        ""length"": 7
    },
    {
        ""_"": ""MessageEntity"",
        ""type"": ""url"",
        ""offset"": 110,
        ""length"": 71
    }
]"
"{
    ""_"": ""Chat"",
    ""id"": -1001483488834,
    ""type"": ""channel"",
    ""is_verified"": false,
    ""is_restricted"": false,
    ""is_creator"": false,
    ""is_scam"": false,
    ""is_fake"": false,
    ""title"": ""Data jobs — вакансии по data science, анализу данных, аналитике, искусственному интеллекту"",
    ""username"": ""datajob"",
    ""photo"": {
        ""_"": ""ChatPhoto"",
        ""small_file_id"": ""AQADAgATN9wvmy4AAwIAA76x7tIW____i2fWS7sQpsXL6wQAAR4E"",
        ""small_photo_unique_id"": ""AQADN9wvmy4AA8vrBAAB"",
        ""big_file_id"": ""AQADAgATN9wvmy4AAwMAA76x7tIW____i2fWS7sQpsXN6wQAAR4E"",
        ""big_photo_unique_id"": ""AQADN9wvmy4AA83rBAAB""
    },
    ""dc_id"": 2
}",231,1633536106,"👔 Data Scientist
⛳️  Glassford Global                         
💼🥁 Работа в офисе
💵 до 350 000 рублей
 
Подробнее: https://proglib.io/vacancies/data-scientist-glassford-global-2021-10-06","[
    {
        ""_"": ""MessageEntity"",
        ""type"": ""bold"",
        ""offset"": 90,
        ""length"": 7
    },
    {
        ""_"": ""MessageEntity"",
        ""type"": ""url"",
        ""offset"": 118,
        ""length"": 71
    }
]"
"{
    ""_"": ""Chat"",
    ""id"": -1001483488834,
    ""type"": ""channel"",
    ""is_verified"": false,
    ""is_restricted"": false,
    ""is_creator"": false,
    ""is_scam"": false,
    ""is_fake"": false,
    ""title"": ""Data jobs — вакансии по data science, анализу данных, аналитике, искусственному интеллекту"",
    ""username"": ""datajob"",
    ""photo"": {
        ""_"": ""ChatPhoto"",
        ""small_file_id"": ""AQADAgATN9wvmy4AAwIAA76x7tIW____i2fWS7sQpsXL6wQAAR4E"",
        ""small_photo_unique_id"": ""AQADN9wvmy4AA8vrBAAB"",
        ""big_file_id"": ""AQADAgATN9wvmy4AAwMAA76x7tIW____i2fWS7sQpsXN6wQAAR4E"",
        ""big_photo_unique_id"": ""AQADN9wvmy4AA83rBAAB""
    },
    ""dc_id"": 2
}",230,1633363346,"👔 Data Scientist
⛳️ Borzo                      
💼🥁 Работа в офисе
💵 от 180 000 рублей
 
Подробнее: https://proglib.io/vacancies/data-scientist-borzo-2021-10-04","[
    {
        ""_"": ""MessageEntity"",
        ""type"": ""bold"",
        ""offset"": 75,
        ""length"": 7
    },
    {
        ""_"": ""MessageEntity"",
        ""type"": ""url"",
        ""offset"": 103,
        ""length"": 60
    }
]"
"{
    ""_"": ""Chat"",
    ""id"": -1001483488834,
    ""type"": ""channel"",
    ""is_verified"": false,
    ""is_restricted"": false,
    ""is_creator"": false,
    ""is_scam"": false,
    ""is_fake"": false,
    ""title"": ""Data jobs — вакансии по data science, анализу данных, аналитике, искусственному интеллекту"",
    ""username"": ""datajob"",
    ""photo"": {
        ""_"": ""ChatPhoto"",
        ""small_file_id"": ""AQADAgATN9wvmy4AAwIAA76x7tIW____i2fWS7sQpsXL6wQAAR4E"",
        ""small_photo_unique_id"": ""AQADN9wvmy4AA8vrBAAB"",
        ""big_file_id"": ""AQADAgATN9wvmy4AAwMAA76x7tIW____i2fWS7sQpsXN6wQAAR4E"",
        ""big_photo_unique_id"": ""AQADN9wvmy4AA83rBAAB""
    },
    ""dc_id"": 2
}",229,1633194903,"👔 Data Scientist
⛳️ CORE              
💼🥁 Работа в офисе
💵 180 000 - 250 000 рублей

Подробнее: https://proglib.io/vacancies/data-scientist-core-2021-10-02","[
    {
        ""_"": ""MessageEntity"",
        ""type"": ""bold"",
        ""offset"": 63,
        ""length"": 17
    },
    {
        ""_"": ""MessageEntity"",
        ""type"": ""url"",
        ""offset"": 100,
        ""length"": 59
    }
]"
"{
    ""_"": ""Chat"",
    ""id"": -1001483488834,
    ""type"": ""channel"",
    ""is_verified"": false,
    ""is_restricted"": false,
    ""is_creator"": false,
    ""is_scam"": false,
    ""is_fake"": false,
    ""title"": ""Data jobs — вакансии по data science, анализу данных, аналитике, искусственному интеллекту"",
    ""username"": ""datajob"",
    ""photo"": {
        ""_"": ""ChatPhoto"",
        ""small_file_id"": ""AQADAgATN9wvmy4AAwIAA76x7tIW____i2fWS7sQpsXL6wQAAR4E"",
        ""small_photo_unique_id"": ""AQADN9wvmy4AA8vrBAAB"",
        ""big_file_id"": ""AQADAgATN9wvmy4AAwMAA76x7tIW____i2fWS7sQpsXN6wQAAR4E"",
        ""big_photo_unique_id"": ""AQADN9wvmy4AA83rBAAB""
    },
    ""dc_id"": 2
}",228,1633017701,"👔 Data Scientist
⛳️ RollerAds   
💼🥁 Работа в офисе
💵 150 000 - 250 000 рублей

Подробнее: https://proglib.io/vacancies/data-scientist-rollerads-2021-09-30","[
    {
        ""_"": ""MessageEntity"",
        ""type"": ""bold"",
        ""offset"": 57,
        ""length"": 17
    },
    {
        ""_"": ""MessageEntity"",
        ""type"": ""url"",
        ""offset"": 94,
        ""length"": 64
    }
]"
"{
    ""_"": ""Chat"",
    ""id"": -1001483488834,
    ""type"": ""channel"",
    ""is_verified"": false,
    ""is_restricted"": false,
    ""is_creator"": false,
    ""is_scam"": false,
    ""is_fake"": false,
    ""title"": ""Data jobs — вакансии по data science, анализу данных, аналитике, искусственному интеллекту"",
    ""username"": ""datajob"",
    ""photo"": {
        ""_"": ""ChatPhoto"",
        ""small_file_id"": ""AQADAgATN9wvmy4AAwIAA76x7tIW____i2fWS7sQpsXL6wQAAR4E"",
        ""small_photo_unique_id"": ""AQADN9wvmy4AA8vrBAAB"",
        ""big_file_id"": ""AQADAgATN9wvmy4AAwMAA76x7tIW____i2fWS7sQpsXN6wQAAR4E"",
        ""big_photo_unique_id"": ""AQADN9wvmy4AA83rBAAB""
    },
    ""dc_id"": 2
}",227,1632844860,"👔 Data Scientist
⛳️ COMTEK Inc.  
💼🥁 Работа в офисе
💵 3 000 - 5 000 баксов

Подробнее: https://proglib.io/vacancies/data-scientist-comtek-inc-2021-09-28","[
    {
        ""_"": ""MessageEntity"",
        ""type"": ""bold"",
        ""offset"": 58,
        ""length"": 13
    },
    {
        ""_"": ""MessageEntity"",
        ""type"": ""url"",
        ""offset"": 91,
        ""length"": 65
    }
]"
